"ID","Species","Sample_Type","Season","Month","Day","Year","Slough","Site","Habitat","Method","Throw","Length","Wet_Weight","Sex","Stomach_Kept","Comments","Freezer","Tube_Weight","Total_Mass","Sorted","neg_80_freezer","Freeze_Dried","Dried","Crushed","Isotope","Decarb","Entered_by","Checked_by","Count","size_class"
"CU11","CICURO","vert","Wet","12","7",2018,"SRS","8B","Marsh","EFISH",NA,56.61,7.032,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"C.uro1"
"CU12","CICURO","vert","Wet","12","7",2018,"SRS","8B","Marsh","EFISH",NA,99.04,42.427,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"C.uro1"
"CU13","CICURO","vert","Wet","12","7",2018,"SRS","8B","Marsh","EFISH",NA,101,43.284,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"C.uro1"
"EU01","ERISUC","vert","Wet","12","7",2018,"SRS","8B","Marsh","EFISH",NA,50,8.691,NA,"Y","~50mm: forgot to measure, based on relative size of other fish processed at that time",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.suc1"
"EU02","ERISUC","vert","Wet","12","7",2018,"SRS","8B","Marsh","EFISH",NA,98,27.09,NA,"Y","~98mm: forgot to measure, based on relative size of other fish processed at that time",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.suc1"
"HP08","HOPLIT","vert","Wet","12","7",2018,"SRS","8B","Marsh","EFISH",NA,122,180,NA,"Y","",NA,NA,NA,"Y","Y","N","N","N","N","N","MS","",NA,"H.lit1"
"CU10","CICURO","vert","Wet","12","7",2018,"SRS","8C","Pond","EFISH",NA,101.85,50.01,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"C.uro1"
"LP30","LEPPLA","vert","Wet","12","6",2018,"SRS","9A","Pond","EFISH",NA,280,115.985,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"L.pla1"
"MS26","MACSIA","vert","Wet","12","6",2018,"SRS","9A","Pond","EFISH",NA,270,144.499,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"M.sia1"
"CL02","CLABAT","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,190,79.608,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"C.bat1"
"HM56","HEMLET","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,54.44,4.831,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"H.let1"
"HM57","HEMLET","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,53.52,5.357,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"H.let1"
"HM58","HEMLET","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,59.49,6.82,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"H.let1"
"HM59","HEMLET","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,63.41,7.556,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"H.let1"
"HM60","HEMLET","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,55.07,5.576,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"H.let1"
"HM61","HEMLET","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,51.61,4.514,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"H.let1"
"HM62","HEMLET","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,47.06,3.78,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"H.let1"
"HM63","HEMLET","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,55.68,5.845,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"H.let1"
"HM64","HEMLET","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,56.32,6.672,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"H.let1"
"HM65","HEMLET","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,51.76,4.401,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"H.let1"
"HM66","HEMLET","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,44.93,3.113,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"H.let1"
"HM67","HEMLET","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,45.72,3.728,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"H.let1"
"HM68","HEMLET","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,45.89,4.066,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"H.let1"
"HM69","HEMLET","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,47.25,3.654,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"H.let1"
"LS47","LABSIC","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,39.01,0.482,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"L.sic1"
"LL30","LEPGUL","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,102.57,43.822,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"L.gul3"
"LMr90","LEPMAR","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,45.92,3.888,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"L.mar1"
"LG949","LUCGOO","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,21.31,0.172,NA,"Y","WG16 TRAIL 8A",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"L.goo2"
"OA25","OREAUR","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,79.33,21.095,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"O.aur1"
"OA26","OREAUR","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,80.18,20.926,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"O.aur1"
"TM11","TILMAR","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,55.34,8.389,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"T.mar1"
"TM12","TILMAR","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,76.97,24.358,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"T.mar1"
"TM13","TILMAR","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,94.44,44.757,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"T.mar1"
"TM14","TILMAR","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,98.48,47.651,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"T.mar1"
"TM15","TILMAR","vert","Wet","12","18",2018,"SRS","AH02","Pond","EFISH",NA,105.16,60.554,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","N","N","N","VG","JD",NA,"T.mar1"
"EG50","ENNGLO","vert","Wet","11","15",2018,"SRS","AH11","Edge","DF",NA,37.39,2.232,NA,"N","5 LUCGOO, 2 GAMHOL, 1 PALPAL IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","SS",NA,"E.glo1"
"EG51","ENNGLO","vert","Wet","11","15",2018,"SRS","AH11","Edge","DF",NA,35.45,1.8,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","SS",NA,"E.glo1"
"EG52","ENNGLO","vert","Wet","11","15",2018,"SRS","AH11","Edge","DF",NA,32.9,1.717,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","SS",NA,"E.glo1"
"EG53","ENNGLO","vert","Wet","11","15",2018,"SRS","AH11","Edge","DF",NA,29.64,1.083,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","SS",NA,"E.glo1"
"EG54","ENNGLO","vert","Wet","12","18",2018,"SRS","AH11","Edge","DF",NA,28.41,0.779,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","SS",NA,"E.glo1"
"LMi21","LEPMIC","vert","Wet","12","18",2018,"SRS","AH11","Edge","FT",NA,53.88,3.882,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","SS",NA,"L.mic1"
"NP121","NOTPET","vert","Wet","11","15",2018,"SRS","AH11","Edge","DF",NA,23.53,0.189,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","SS",NA,"N.pet1"
"AP17","AMPHIPOD","invert","Wet","11","16",2018,"SRS","AH11","Marsh","FR",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","",85,NA
"AP34","AMPHIPOD","invert","Wet","11","15",2018,"SRS","AH11","Marsh","FR",NA,NA,0.036,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",19,NA
"AP35","AMPHIPOD","invert","Wet","11","15",2018,"SRS","AH11","Marsh","FR",NA,NA,0.025,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",18,NA
"AP36","AMPHIPOD","invert","Wet","11","15",2018,"SRS","AH11","Marsh","FR",NA,NA,0.039,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",18,NA
"AP37","AMPHIPOD","invert","Wet","11","15",2018,"SRS","AH11","Marsh","FR",NA,NA,0.033,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",18,NA
"AP87","AMPHIPOD","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","1",NA,0.011,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",3,NA
"AP88","AMPHIPOD","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","3",NA,0.037,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",13,NA
"Mi364","AMPHIPOD","zooplankton","Wet","12","15",2018,"SRS","AH11","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,20,NA
"BS26","BELSPP","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","1",NA,0.347,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",1,NA
"BS27","BELSPP","invert","Wet","12","18",2018,"SRS","AH11","Marsh","DF",NA,NA,0.08,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",1,NA
"Mi369","BLUE MITE","zooplankton","Wet","12","15",2018,"SRS","AH11","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,3,NA
"BG40","BRAGRA","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","3",NA,0.207,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",1,NA
"CS238","CELSPP","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","1",NA,0.126,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",2,NA
"CS239","CELSPP","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"CS240","CELSPP","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","2",NA,0.434,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",4,NA
"CS241","CELSPP","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","2",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"CS242","CELSPP","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","2",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"CS243","CELSPP","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","2",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"CS244","CELSPP","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","3",NA,0.336,NA,NA,"25 PALPAL IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",4,NA
"CS245","CELSPP","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"CS246","CELSPP","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"CS247","CELSPP","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"CS248","CELSPP","invert","Wet","12","19",2018,"SRS","AH11","Marsh","DF",NA,NA,0.034,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",1,NA
"Mi366","CHIRON","zooplankton","Wet","12","15",2018,"SRS","AH11","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,11,NA
"Mi363","CLADOCERA","zooplankton","Wet","12","15",2018,"SRS","AH11","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,4,NA
"P111","CLAJAM","om","Wet","11","16",2018,"SRS","AH11","Marsh","FR",NA,NA,NA,NA,NA,"","Y",5.124,"8.814","Y","Y","Y","Y","Y","N","N","SS","VG",NA,NA
"CN144","COENAG","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","1",NA,0.003,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",1,NA
"CN145","COENAG","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","3",NA,0.032,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",1,NA
"CE104","COLEOA","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","1",NA,0.016,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",1,NA
"Mi368","COPEPOD","zooplankton","Wet","12","15",2018,"SRS","AH11","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,21,NA
"P110","ELECEL","om","Wet","11","16",2018,"SRS","AH11","Marsh","FR",NA,NA,NA,NA,NA,"","N",5.148,"6.12","Y","Y","Y","Y","Y","N","N","SS","VG",NA,NA
"EG42","ENNGLO","vert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","1",31.45,1.001,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.glo1"
"EG43","ENNGLO","vert","Wet","12","18",2018,"SRS","AH11","Marsh","DF",NA,41.81,2.564,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.glo1"
"EG44","ENNGLO","vert","Wet","12","18",2018,"SRS","AH11","Marsh","DF",NA,38.11,1.979,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.glo1"
"EG45","ENNGLO","vert","Wet","12","18",2018,"SRS","AH11","Marsh","DF",NA,32.73,1.281,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.glo1"
"EG46","ENNGLO","vert","Wet","12","18",2018,"SRS","AH11","Marsh","DF",NA,29.59,0.907,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.glo1"
"EG47","ENNGLO","vert","Wet","12","19",2018,"SRS","AH11","Marsh","DF",NA,38.31,2.22,NA,"N","55 LUCGOO, 18 PALPAL IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.glo1"
"EG48","ENNGLO","vert","Wet","12","19",2018,"SRS","AH11","Marsh","DF",NA,33.07,1.311,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.glo1"
"EG49","ENNGLO","vert","Wet","12","19",2018,"SRS","AH11","Marsh","DF",NA,20.47,0.276,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.glo1"
"Mi365","EPHEME","zooplankton","Wet","12","15",2018,"SRS","AH11","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,4,NA
"F33","FLOC","om","Wet","11","16",2018,"SRS","AH11","Marsh","FR",NA,NA,NA,NA,NA,"","",6.549,"8.625","Y","Y","Y","Y","Y","N","N","SS","VG",NA,NA
"FC112","FUNCHR","vert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","1",21.27,0.153,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"F.chr1"
"FC113","FUNCHR","vert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","1",20.67,0.161,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"F.chr1"
"FC114","FUNCHR","vert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","1",15.46,0.064,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"F.chr1"
"FC115","FUNCHR","vert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","2",14.04,0.058,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"F.chr1"
"FC116","FUNCHR","vert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","3",24.21,0.316,NA,"Y","1 LUCGOO IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"F.chr1"
"FC117","FUNCHR","vert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","3",14.31,0.059,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"F.chr1"
"FC118","FUNCHR","vert","Wet","12","18",2018,"SRS","AH11","Marsh","DF",NA,40.76,1.306,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"F.chr2"
"FC119","FUNCHR","vert","Wet","12","18",2018,"SRS","AH11","Marsh","DF",NA,36.58,1.045,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"F.chr1"
"FC120","FUNCHR","vert","Wet","12","19",2018,"SRS","AH11","Marsh","DF",NA,46.13,1.778,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"F.chr2"
"FC46","FUNCHR","vert","Wet","11","16",2018,"SRS","AH11","Marsh","FR",NA,20.67,0.199,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"F.chr1"
"FCo09","FUNCON","vert","Wet","12","19",2018,"SRS","AH11","Marsh","DF",NA,30.15,1.889,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"F.con1"
"GH05","GAMHOL","vert","Wet","11","16",2018,"SRS","AH11","Marsh","MT",NA,10.35,0.017,3,"N","SKIPPED GH04",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol1"
"GH286","GAMHOL","vert","Wet","11","16",2018,"SRS","AH11","Marsh","FR",NA,22.26,0.228,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol2"
"GH287","GAMHOL","vert","Wet","11","16",2018,"SRS","AH11","Marsh","FR",NA,19.38,0.141,1,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol2"
"GH288","GAMHOL","vert","Wet","11","16",2018,"SRS","AH11","Marsh","FR",NA,20.01,0.139,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol2"
"GH289","GAMHOL","vert","Wet","11","16",2018,"SRS","AH11","Marsh","FR",NA,16.57,0.08,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol1"
"GH290","GAMHOL","vert","Wet","11","16",2018,"SRS","AH11","Marsh","FR",NA,15.94,0.073,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol1"
"GH291","GAMHOL","vert","Wet","11","16",2018,"SRS","AH11","Marsh","FR",NA,16.04,0.067,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol1"
"GH292","GAMHOL","vert","Wet","11","16",2018,"SRS","AH11","Marsh","FR",NA,13.81,0.053,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol1"
"GH293","GAMHOL","vert","Wet","11","16",2018,"SRS","AH11","Marsh","FR",NA,12.61,0.039,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol1"
"GH294","GAMHOL","vert","Wet","11","16",2018,"SRS","AH11","Marsh","FR",NA,10.34,0.022,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol1"
"GH295","GAMHOL","vert","Wet","11","16",2018,"SRS","AH11","Marsh","FR",NA,8.21,0.012,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol1"
"GH519","GAMHOL","vert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","2",17.66,0.117,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol2"
"GH520","GAMHOL","vert","Wet","12","19",2018,"SRS","AH11","Marsh","DF",NA,21.91,0.185,1,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol2"
"GR57","GERRID","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","1",NA,0.022,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",2,NA
"GR58","GERRID","invert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","1",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","N","N","N","","",NA,NA
"HM01","HEMLET","vert","Wet","11","16",2018,"SRS","AH11","Marsh","MT",NA,54.44,6.283,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.let1"
"HM02","HEMLET","vert","Wet","11","16",2018,"SRS","AH11","Marsh","MT",NA,55.15,5.745,NA,"N","PARASITE",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.let1"
"HM15","HEMLET","vert","Wet","12","18",2018,"SRS","AH11","Marsh","DF",NA,61.15,8.207,NA,"N","36 LUCGOO, 18 PALPAL IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.let1"
"HM16","HEMLET","vert","Wet","12","18",2018,"SRS","AH11","Marsh","DF",NA,54.62,5.722,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.let1"
"HM17","HEMLET","vert","Wet","12","18",2018,"SRS","AH11","Marsh","DF",NA,57.22,6.971,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.let1"
"HM18","HEMLET","vert","Wet","12","18",2018,"SRS","AH11","Marsh","DF",NA,55.78,7.202,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.let1"
"HM19","HEMLET","vert","Wet","12","19",2018,"SRS","AH11","Marsh","DF",NA,37.16,1.939,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.let1"
"HM20","HEMLET","vert","Wet","12","18",2018,"SRS","AH11","Marsh","DF",NA,54.12,5.58,NA,"N","1 HETFOR, 1 GAMHOL, 2 PALPAL IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","MS","SS",NA,"H.let1"
"HF221","HETFOR","vert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","1",10.88,0.041,1,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for1"
"HF222","HETFOR","vert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","2",8.4,0.012,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for1"
"HF223","HETFOR","vert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","3",12.86,0.049,1,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for2"
"HF224","HETFOR","vert","Wet","11","16",2018,"SRS","AH11","Marsh","TT","3",8.83,0.02,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for1"
"HF92","HETFOR","vert","Wet","11","16",2018,"SRS","AH11","Marsh","FR",NA,9.95,0.032,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for1"
"JF52","JORFLO","vert","Wet","12","18",2018,"SRS","AH11","Marsh","DF",NA,24.87,0.526,2,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"J.flo2"
"JF53","JORFLO","vert","Wet","12","19",2018,"SRS","AH11","Marsh","DF",NA,21.96,0.359,2,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"J.flo2"
"LMr24","LEPMAR","vert","Wet","12","18",2018,"SRS","AH11","Marsh","DF",NA,40.09,2.238,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.mar1"
"LMr25","LEPMAR","vert","Wet","12","18",2018,"SRS","AH11","Marsh","DF",NA,34.19,1.344,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.mar1"
"LMr26","LEPMAR","vert","Wet","12","18",2018,"SRS","AH11","Marsh","DF",NA,30.43,0.997,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.mar1"
"LPu01","LEPPUN","vert","Wet","12","19",2018,"SRS","AH11","Marsh","DF",NA,40.7,0.47,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.pun2"
"LG151","LUCGOO","vert","Wet","11","16",2018,"SRS","AH11","Marsh","MT",NA,23.09,0.219,2,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.goo2"
"LG152","LUCGOO","vert","Wet","11","16",2018,"SRS","AH11","Marsh","MT",NA,19.59,0.132,2,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.goo2"
"LG153","LUCGOO","vert","Wet","11","16",2018,"SRS","AH11","Marsh","MT",NA,27.69,0.371,2,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.goo2"
