"","size_class","Invasion_Status","Habitat","Season","Length","Wet_Weight","X","Amphipoda","Araneae","Argulus","Belo.Naucor","Centrarchid","Chironomid","Cladocera","Coleoptera","Collembola","Copepoda","Cyprinodontid","Detritus","Diptera","Ephemeroptera","Green.Algae","Hemiptera","Hydrachnidia","Hymenoptera","Misc","Misc.Fish","Misc.Invert","Mollusca","Odonata","Oligochaeta","Ostracoda","Palaemonetes","Periphyton","Procambarus","Trichoptera","Vasc.Plant"
"FC127","F.chr1","Post-Invasion","Pond","Wet",13.18,0.044,237,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FC128","F.chr1","Post-Invasion","Pond","Wet",11.77,0.029,238,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FC129","F.chr1","Post-Invasion","Pond","Wet",12.81,0.03,239,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FC143","F.chr1","Post-Invasion","Pond","Dry",28.74,0.449,242,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"FC152","F.chr1","Post-Invasion","Pond","Dry",22.4,0.267,243,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FC153","F.chr1","Post-Invasion","Pond","Dry",22.5,0.354,244,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FC154","F.chr1","Post-Invasion","Pond","Dry",24.17,0.248,245,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"FC155","F.chr2","Post-Invasion","Pond","Dry",41.13,1.534,246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"FC156","F.chr1","Post-Invasion","Pond","Dry",18.25,0.174,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"FC157","F.chr1","Post-Invasion","Pond","Dry",14.25,0.094,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"FC158","F.chr1","Post-Invasion","Pond","Dry",27.78,0.592,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"FC162","F.chr1","Post-Invasion","Pond","Dry",28.82,0.522,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FC163","F.chr1","Post-Invasion","Pond","Dry",27.97,0.449,251,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"FC164","F.chr1","Post-Invasion","Marsh","Dry",39.26,1.23,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0
"FC165","F.chr1","Post-Invasion","Marsh","Dry",21.61,0.239,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"FC166","F.chr1","Post-Invasion","Marsh","Dry",36.71,1.112,254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"FC167","F.chr1","Post-Invasion","Marsh","Dry",38.77,1.136,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FC168","F.chr1","Post-Invasion","Marsh","Dry",21.94,0.221,256,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"FC186","F.chr1","Post-Invasion","Marsh","Dry",20.22,0.168,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
"FC187","F.chr1","Post-Invasion","Marsh","Dry",27.06,0.422,258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"FC188","F.chr1","Post-Invasion","Marsh","Dry",22.7,0.207,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"FC190","F.chr1","Post-Invasion","Marsh","Dry",25.56,0.325,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FC193","F.chr1","Post-Invasion","Pond","Dry",23.46,0.253,264,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FC194","F.chr1","Post-Invasion","Pond","Dry",26.08,0.423,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"FC213","F.chr2","Post-Invasion","Pond","Wet",53.78,3.506,271,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"FC214","F.chr1","Post-Invasion","Marsh","Wet",39.16,1.338,272,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"FC222","F.chr2","Post-Invasion","Marsh","Dry",58.67,4.476,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FC33","F.chr1","Post-Invasion","Marsh","Wet",18.23,0.088,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"FC34","F.chr1","Post-Invasion","Marsh","Wet",15.03,0.067,278,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"FC43","F.chr1","Post-Invasion","Pond","Wet",15.35,0.051,285,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"FC44","F.chr1","Post-Invasion","Pond","Wet",14.14,0.032,286,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FC45","F.chr1","Post-Invasion","Pond","Wet",11.96,0.023,287,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FC56","F.chr1","Post-Invasion","Pond","Wet",38.47,1.195,295,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"FC57","F.chr1","Post-Invasion","Pond","Wet",35.03,0.883,296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0
"FC58","F.chr1","Post-Invasion","Pond","Wet",9.99,0.016,297,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"FC59","F.chr1","Post-Invasion","Pond","Wet",27.25,0.413,298,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FC60","F.chr1","Post-Invasion","Pond","Wet",33.8,0.735,299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC62","F.chr1","Post-Invasion","Pond","Wet",28.04,0.392,300,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0
"FC63","F.chr1","Post-Invasion","Pond","Wet",18.13,0.119,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"FC64","F.chr1","Post-Invasion","Pond","Wet",15.06,0.062,302,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0
"FC65","F.chr1","Post-Invasion","Pond","Wet",17.28,0.08,303,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"FC66","F.chr1","Post-Invasion","Pond","Wet",30.94,0.535,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
"FC67","F.chr1","Post-Invasion","Pond","Wet",8.01,0.017,305,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"FC88","F.chr1","Post-Invasion","Pond","Wet",36.9,1.062,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"FC89","F.chr1","Post-Invasion","Pond","Wet",21.58,0.213,307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FC90","F.chr1","Post-Invasion","Pond","Wet",13.51,0.05,308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FC91","F.chr1","Post-Invasion","Marsh","Wet",38.84,1.338,309,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"FC92","F.chr1","Post-Invasion","Marsh","Wet",20.96,0.187,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0
"FC93","F.chr1","Post-Invasion","Marsh","Wet",14.55,0.047,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"FC94","F.chr1","Post-Invasion","Marsh","Wet",18.43,0.12,312,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FC95","F.chr1","Post-Invasion","Marsh","Wet",23.63,0.276,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCo11","F.con1","Post-Invasion","Pond","Dry",40.21,1.237,314,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCo31","F.con1","Post-Invasion","Marsh","Dry",33.6,0.744,315,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FCo35","F.con1","Post-Invasion","Marsh","Dry",50,2.52,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"GH182","G.hol2","Post-Invasion","Marsh","Wet",30.78,0.502,335,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"GH185","G.hol2","Post-Invasion","Marsh","Wet",23.53,0.211,336,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"GH187","G.hol2","Post-Invasion","Marsh","Wet",21.99,0.167,337,0,0,0,0,0,0,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH188","G.hol2","Post-Invasion","Marsh","Wet",17.87,0.101,338,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH189","G.hol2","Post-Invasion","Marsh","Wet",20.46,0.157,339,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"GH190","G.hol2","Post-Invasion","Marsh","Wet",19.56,0.136,340,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"GH192","G.hol2","Post-Invasion","Marsh","Wet",20.15,0.128,341,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0
"GH193","G.hol2","Post-Invasion","Marsh","Wet",18.8,0.113,342,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"GH195","G.hol2","Post-Invasion","Marsh","Wet",19.42,0.132,343,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH197","G.hol2","Post-Invasion","Marsh","Wet",18.49,0.099,344,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH198","G.hol2","Post-Invasion","Marsh","Wet",21.96,0.195,345,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,2,1,0,0,0,0,0,0,0,0
"GH199","G.hol1","Post-Invasion","Marsh","Wet",11.35,0.018,346,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"GH200","G.hol2","Post-Invasion","Marsh","Wet",18.48,0.101,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"GH201","G.hol1","Post-Invasion","Marsh","Wet",15.45,0.064,348,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"GH211","G.hol2","Post-Invasion","Pond","Wet",21.64,0.15,349,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"GH220","G.hol2","Post-Invasion","Pond","Wet",20.19,0.129,350,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"GH274","G.hol2","Post-Invasion","Pond","Wet",18.01,0.092,365,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"GH277","G.hol2","Post-Invasion","Pond","Wet",18.98,0.098,366,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"GH283","G.hol2","Post-Invasion","Pond","Wet",19.5,0.111,368,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"GH284","G.hol2","Post-Invasion","Pond","Wet",17.06,0.071,369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"GH286","G.hol2","Post-Invasion","Marsh","Wet",22.26,0.228,370,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH287","G.hol2","Post-Invasion","Marsh","Wet",19.38,0.141,371,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH289","G.hol1","Post-Invasion","Marsh","Wet",16.57,0.08,372,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH290","G.hol1","Post-Invasion","Marsh","Wet",15.94,0.073,374,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"GH291","G.hol1","Post-Invasion","Marsh","Wet",16.04,0.067,375,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH292","G.hol1","Post-Invasion","Marsh","Wet",13.81,0.053,376,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"GH293","G.hol1","Post-Invasion","Marsh","Wet",12.61,0.039,377,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH294","G.hol1","Post-Invasion","Marsh","Wet",10.34,0.022,378,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"GH295","G.hol1","Post-Invasion","Marsh","Wet",8.21,0.012,379,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"GH423","G.hol1","Post-Invasion","Pond","Wet",10.12,0.01,450,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH427","G.hol1","Post-Invasion","Pond","Wet",16.12,0.074,451,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH431","G.hol2","Post-Invasion","Pond","Wet",20.16,0.152,452,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"GH432","G.hol2","Post-Invasion","Pond","Wet",18.72,0.134,453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"GH433","G.hol1","Post-Invasion","Pond","Wet",16.59,0.104,454,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH438","G.hol1","Post-Invasion","Pond","Wet",15.77,0.093,455,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH442","G.hol1","Post-Invasion","Pond","Wet",13.52,0.058,456,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH444","G.hol1","Post-Invasion","Pond","Wet",12.16,0.041,457,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH445","G.hol1","Post-Invasion","Pond","Wet",13.31,0.044,458,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"GH447","G.hol2","Post-Invasion","Pond","Wet",18.15,0.084,459,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"GH449","G.hol1","Post-Invasion","Pond","Wet",16.58,0.077,460,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"GH452","G.hol2","Post-Invasion","Pond","Wet",19.14,0.107,461,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
"GH455","G.hol2","Post-Invasion","Pond","Wet",18.89,0.094,462,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"GH460","G.hol2","Post-Invasion","Pond","Wet",19.69,0.114,464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GH461","G.hol2","Post-Invasion","Pond","Wet",30.38,0.447,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"GH478","G.hol1","Post-Invasion","Pond","Wet",14.24,0.047,467,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH479","G.hol2","Post-Invasion","Pond","Wet",20.11,0.137,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"GH480","G.hol2","Post-Invasion","Pond","Wet",18.1,0.126,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
"GH486","G.hol1","Post-Invasion","Pond","Wet",15.15,0.062,471,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GH488","G.hol1","Post-Invasion","Pond","Wet",15.45,0.054,472,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"GH492","G.hol1","Post-Invasion","Pond","Wet",15.07,0.059,474,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
"GH494","G.hol2","Post-Invasion","Marsh","Wet",19.37,0.145,475,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH496","G.hol1","Post-Invasion","Marsh","Wet",13.38,0.04,476,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH497","G.hol1","Post-Invasion","Marsh","Wet",16.59,0.097,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH498","G.hol2","Post-Invasion","Marsh","Wet",17.38,0.106,478,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH499","G.hol1","Post-Invasion","Marsh","Wet",14.62,0.06,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"GH500","G.hol1","Post-Invasion","Marsh","Wet",12.1,0.023,481,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH501","G.hol1","Post-Invasion","Marsh","Wet",9.98,0.019,482,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH502","G.hol2","Post-Invasion","Marsh","Wet",21.05,0.19,483,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GH503","G.hol1","Post-Invasion","Marsh","Wet",11.29,0.026,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH504","G.hol1","Post-Invasion","Marsh","Wet",16.47,0.109,485,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH505","G.hol1","Post-Invasion","Marsh","Wet",10.63,0.029,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH506","G.hol1","Post-Invasion","Marsh","Wet",14.94,0.073,487,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"GH519","G.hol2","Post-Invasion","Marsh","Wet",17.66,0.117,493,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH531","G.hol1","Post-Invasion","Pond","Wet",11.41,0.18,496,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH535","G.hol2","Post-Invasion","Pond","Wet",20.35,0.169,497,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH540","G.hol1","Post-Invasion","Pond","Wet",14.45,0.055,499,0,1,0,0,0,0,0,1,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH543","G.hol1","Post-Invasion","Pond","Wet",10.47,0.018,500,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH546","G.hol2","Post-Invasion","Pond","Wet",23.05,0.239,501,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
"GH548","G.hol2","Post-Invasion","Pond","Wet",18.53,0.081,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"GH551","G.hol2","Post-Invasion","Pond","Wet",25.54,0.331,504,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"GH552","G.hol2","Post-Invasion","Pond","Wet",24.35,0.236,505,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH556","G.hol2","Post-Invasion","Pond","Wet",18.24,0.114,506,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"GH561","G.hol1","Post-Invasion","Pond","Wet",16.13,0.067,508,0,0,0,0,0,0,4,0,2,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH563","G.hol1","Post-Invasion","Pond","Wet",12.68,0.034,509,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
"GH571","G.hol1","Post-Invasion","Pond","Wet",7.63,0.003,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"GH573","G.hol2","Post-Invasion","Pond","Dry",30.28,0.522,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"GH574","G.hol2","Post-Invasion","Pond","Dry",24.72,0.292,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH575","G.hol2","Post-Invasion","Pond","Dry",20.55,0.193,514,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH576","G.hol2","Post-Invasion","Pond","Dry",25.63,0.35,515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH577","G.hol2","Post-Invasion","Pond","Dry",19.16,0.139,516,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"GH578","G.hol2","Post-Invasion","Pond","Dry",20.84,0.2,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH579","G.hol2","Post-Invasion","Pond","Dry",21.97,0.207,518,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH580","G.hol2","Post-Invasion","Pond","Dry",26.79,0.369,520,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH581","G.hol2","Post-Invasion","Pond","Dry",18.75,0.096,521,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH583","G.hol1","Post-Invasion","Pond","Dry",16.58,0.088,522,0,0,0,0,0,0,0,0,37,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH584","G.hol2","Post-Invasion","Pond","Dry",20.13,0.183,523,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GH585","G.hol2","Post-Invasion","Pond","Dry",22.33,0.272,524,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
