size_class,Invasion_Status,Habitat,Season,N,Length,Wet_Weight,Amphipoda,Araneae,Argulus,Belo.Naucor,Centrarchid,Chironomid,Cladocera,Coleoptera,Collembola,Copepoda,Cyprinodontid,Detritus,Diptera,Ephemeroptera,Green.Algae,Hemiptera,Hydrachnidia,Hymenoptera,Misc,Misc.Fish,Misc.Invert,Mollusca,Odonata,Oligochaeta,Ostracoda,Palaemonetes,Periphyton,Procambarus,Trichoptera,Vasc.Plant
N.gyr1,Pre-Invasion,Marsh,Wet,20,31.25± 11.55,1.2± 1.56,0.27± 0.27,0± 0,0± 0,0± 0,0± 0,0.23± 0.22,0.18± 0.25,0± 0,0± 0,0.04± 0.11,0± 0,0.01± 0.06,0± 0,0.04± 0.08,0± 0,0± 0,0± 0,0± 0,0± 0.01,0.01± 0.03,0± 0,0± 0,0.08± 0.23,0± 0,0.14± 0.23,0± 0,0.01± 0.03,0± 0,0± 0,0± 0
N.gyr1,Pre-Invasion,Pond,Dry,6,42.83± 6.4,1.65± 0.76,0.19± 0.31,0± 0,0± 0,0± 0,0± 0,0.08± 0.2,0.17± 0.41,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.22± 0.4,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.25± 0.42,0± 0,0.08± 0.2,0± 0
N.gyr1,Pre-Invasion,Pond,Wet,3,55± 13.23,3.76± 1.95,0.33± 0.12,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.07± 0.12,0± 0,0.07± 0.12,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.07± 0.12,0± 0,0.4± 0.35,0± 0,0.07± 0.12,0± 0,0± 0,0± 0,0± 0,0± 0
N.mac1,Pre-Invasion,Pond,Wet,13,37.69± 3.92,0.82± 0.22,0.03± 0.09,0± 0,0± 0,0± 0,0± 0,0.06± 0.14,0.22± 0.32,0± 0,0± 0,0.26± 0.31,0± 0,0.09± 0.16,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.05± 0.11,0.03± 0.06,0± 0,0± 0,0± 0,0.01± 0.03,0± 0,0± 0,0.17± 0.29,0± 0,0.08± 0.16,0± 0
N.pet1,Post-Invasion,Pond,Wet,2,21.44± 0.72,0.15± 0.02,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.5± 0.71,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.5± 0.71,0± 0,0± 0,0± 0,0± 0,0± 0
N.pet1,Pre-Invasion,Pond,Wet,26,32.9± 8.03,0.57± 0.4,0.09± 0.24,0.05± 0.2,0± 0,0± 0,0± 0,0.07± 0.23,0.1± 0.29,0.01± 0.05,0± 0,0± 0,0± 0,0.07± 0.16,0.05± 0.2,0± 0,0.12± 0.29,0.01± 0.05,0.06± 0.18,0.02± 0.07,0.01± 0.05,0.14± 0.33,0.05± 0.2,0± 0,0± 0,0± 0,0± 0,0± 0,0.15± 0.33,0± 0,0± 0,0± 0
N.vir1,Post-Invasion,Marsh,Dry,1,47.37± NA,0.54± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0.33± NA,0± NA,0± NA,0± NA,0.33± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0.33± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA
O.aur1,Post-Invasion,Marsh,Dry,1,72.56± NA,15.41± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,1± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA
O.aur1,Post-Invasion,Marsh,Wet,10,185.4± 33.67,292± 142.11,0.1± 0.22,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.08± 0.18,0.69± 0.33,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.05± 0.16,0± 0,0± 0,0± 0,0± 0,0.07± 0.24,0± 0,0± 0,0± 0,0± 0,0± 0
O.aur1,Post-Invasion,Pond,Wet,4,182.63± 120.6,146.78± 158.4,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.71± 0.34,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.12± 0.25,0± 0,0± 0,0± 0,0.08± 0.17,0± 0,0± 0,0± 0,0± 0,0.08± 0.17
P.axa1,Post-Invasion,Marsh,Dry,2,82.44± 5.42,1.06± 0.31,0± 0,0± 0,0± 0,0± 0,0± 0,0.58± 0.59,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.33± 0.47,0± 0,0± 0,0± 0,0± 0,0± 0,0.08± 0.12,0± 0,0± 0,0± 0,0± 0,0± 0
P.axa1,Post-Invasion,Marsh,Wet,1,15.45± NA,0.03± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0.5± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0.5± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA
P.lat1,Pre-Invasion,Marsh,Wet,11,17.18± 1.01,0.1± 0.02,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.29± 0.28,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.71± 0.28,0± 0,0± 0,0± 0
P.lat1,Pre-Invasion,Pond,Dry,2,17.65± 1.91,0.14± 0.05,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,1± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0
P.lat1,Post-Invasion,Pond,Wet,5,16.29± 2.6,0.13± 0.07,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.2± 0.27,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.8± 0.27,0± 0,0± 0,0± 0
P.lat2,Post-Invasion,Marsh,Dry,2,30.72± 1.8,0.76± 0.15,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.5± 0.71,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.5± 0.71,0± 0,0± 0,0± 0
P.lat2,Pre-Invasion,Marsh,Dry,10,33.03± 8.52,1.01± 0.82,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.05± 0.16,0± 0,0± 0,0.05± 0.16,0± 0,0± 0,0.9± 0.21,0± 0,0± 0,0± 0
P.lat2,Post-Invasion,Marsh,Wet,2,25.13± 2.61,0.4± 0.09,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.25± 0.35,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.75± 0.35,0± 0,0± 0,0± 0
P.lat2,Pre-Invasion,Marsh,Wet,3,23.17± 3.88,0.32± 0.2,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.17± 0.29,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.83± 0.29,0± 0,0± 0,0± 0
P.lat2,Post-Invasion,Pond,Dry,6,31.9± 13.43,1.36± 2.02,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.25± 0.27,0± 0,0± 0,0.08± 0.2,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.67± 0.26,0± 0,0± 0,0± 0
P.lat2,Pre-Invasion,Pond,Dry,5,21.88± 0.86,0.24± 0.04,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.9± 0.22,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.1± 0.22,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0
P.lat2,Post-Invasion,Pond,Wet,8,27.91± 3.79,0.66± 0.26,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.31± 0.46,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.69± 0.46,0± 0,0± 0,0± 0
R.gry1,Post-Invasion,Marsh,Dry,6,94.23± 11.94,6.3± 1.57,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.13± 0.32,0± 0,0± 0,0± 0,0± 0,0.15± 0.12,0± 0,0± 0,0.31± 0.35,0± 0,0± 0,0± 0,0± 0,0± 0,0.26± 0.3,0± 0,0± 0,0± 0,0± 0,0± 0,0.15± 0.12,0± 0,0± 0,0± 0
R.gry2,Post-Invasion,Pond,Dry,1,42.57± NA,8.91± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,1± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA
S.lac1,Post-Invasion,Marsh,Dry,3,151.84± 165.52,33.66± 57.29,0± 0,0± 0,0± 0,0± 0,0± 0,0.22± 0.36,0.32± 0.38,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.03± 0.05,0± 0,0± 0,0.43± 0.28,0± 0,0± 0,0± 0,0± 0,0± 0
S.lac1,Post-Invasion,Marsh,Wet,1,67.31± NA,2.08± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0.33± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0.33± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0.33± NA,0± NA,0± NA
S.lac1,Post-Invasion,Pond,Dry,2,297.86± 384.86,300.11± 424.11,0.06± 0.08,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.5± 0.71,0± 0,0± 0,0.06± 0.08,0± 0,0± 0,0.39± 0.55,0± 0,0± 0,0± 0,0± 0,0± 0
S.lac1,Post-Invasion,Pond,Wet,1,395± NA,175.23± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0.01± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0.99± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA,0± NA
T.mar1,Post-Invasion,Marsh,Dry,4,73.82± 36.98,30.75± 45.94,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,1± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0
T.mar1,Post-Invasion,Pond,Wet,5,86.08± 20.1,37.14± 20.66,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.6± 0.55,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.4± 0.55,0± 0,0± 0,0± 0
T.mar1,Pre-Invasion,Pond,Wet,26,104.75± 38.86,100.44± 146.46,0± 0,0± 0,0± 0,0± 0,0± 0,0.01± 0.07,0± 0,0± 0,0± 0,0± 0,0± 0,0.78± 0.39,0± 0,0± 0,0± 0,0± 0,0± 0,0± 0,0.02± 0.1,0± 0,0.01± 0.07,0± 0,0± 0,0± 0,0.03± 0.13,0± 0,0.15± 0.37,0± 0,0± 0,0± 0
